,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,module_presentation_length,days_studied,activities_engaged,total_clicks,assessments_completed,average_assessment_score
171,AAA,2013J,380953,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-155.0,268.0,268,97.0,374.0,1062.0,0.8333333333333334,67.8
172,AAA,2013J,383254,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-61.0,268.0,268,91.0,272.0,543.0,0.8333333333333334,75.6
173,AAA,2013J,386952,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-38.0,268.0,268,114.0,357.0,910.0,0.8333333333333334,68.0
174,AAA,2013J,388722,F,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-179.0,268.0,268,57.0,222.0,671.0,0.8333333333333334,63.8
175,AAA,2013J,388885,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-185.0,268.0,268,50.0,245.0,875.0,0.8333333333333334,60.6
176,AAA,2013J,390890,M,Scotland,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,-31.0,202.0,268,50.0,217.0,639.0,0.5,69.66666666666667
177,AAA,2013J,392756,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,-58.0,268.0,268,44.0,167.0,363.0,0.8333333333333334,45.0
178,AAA,2013J,392931,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,-54.0,268.0,268,177.0,958.0,3003.0,0.8333333333333334,68.4
179,AAA,2013J,393207,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-38.0,268.0,268,50.0,237.0,876.0,0.8333333333333334,74.2
180,AAA,2013J,396872,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,180,N,Pass,-23.0,268.0,268,70.0,307.0,996.0,0.8333333333333334,61.4
181,AAA,2013J,398552,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,240,N,Fail,-57.0,268.0,268,87.0,323.0,1183.0,0.8333333333333334,46.4
182,AAA,2013J,401869,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-53.0,268.0,268,90.0,352.0,955.0,0.8333333333333334,65.0
183,AAA,2013J,402470,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-130.0,268.0,268,83.0,346.0,1445.0,0.8333333333333334,72.6
184,AAA,2013J,404804,M,Wales,Lower Than A Level,20-30%,35-55,0,120,N,Pass,-129.0,268.0,268,26.0,152.0,509.0,0.8333333333333334,43.8
185,AAA,2013J,405088,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-67.0,268.0,268,87.0,409.0,1388.0,0.8333333333333334,77.2
186,AAA,2013J,414117,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-73.0,268.0,268,105.0,322.0,807.0,0.8333333333333334,76.4
187,AAA,2013J,415969,M,West Midlands Region,HE Qualification,0-10%,35-55,0,90,N,Withdrawn,-60.0,172.0,268,49.0,297.0,1359.0,0.5,59.666666666666664
188,AAA,2013J,420087,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,-15.0,268.0,268,27.0,137.0,342.0,0.5,76.0
189,AAA,2013J,429958,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-58.0,268.0,268,25.0,125.0,411.0,0.8333333333333334,58.4
190,AAA,2013J,441018,F,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass,-52.0,268.0,268,50.0,245.0,646.0,0.8333333333333334,59.8
191,AAA,2013J,441888,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-53.0,268.0,268,43.0,272.0,739.0,0.8333333333333334,70.6
192,AAA,2013J,442442,M,South West Region,HE Qualification,80-90%,0-35,0,120,N,Withdrawn,-32.0,119.0,268,49.0,295.0,1009.0,0.3333333333333333,40.5
193,AAA,2013J,444677,M,London Region,HE Qualification,30-40%,0-35,0,60,N,Distinction,-38.0,268.0,268,140.0,507.0,1241.0,0.8333333333333334,87.6
194,AAA,2013J,470588,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,-43.0,73.0,268,16.0,81.0,400.0,0.16666666666666666,86.0
195,AAA,2013J,489455,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-120.0,268.0,268,131.0,808.0,2832.0,0.8333333333333334,70.6
196,AAA,2013J,494424,F,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-38.0,268.0,268,2.0,21.0,58.0,0.0,0.0
197,AAA,2013J,495284,M,South East Region,HE Qualification,80-90%,0-35,0,120,N,Pass,-29.0,268.0,268,78.0,231.0,901.0,0.8333333333333334,66.6
198,AAA,2013J,498857,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Pass,-16.0,268.0,268,88.0,342.0,998.0,0.8333333333333334,73.0
199,AAA,2013J,508818,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-156.0,268.0,268,61.0,274.0,1129.0,0.8333333333333334,71.8
200,AAA,2013J,512460,M,South East Region,HE Qualification,90-100%,0-35,0,120,N,Pass,-32.0,268.0,268,58.0,235.0,521.0,0.8333333333333334,72.4
201,AAA,2013J,544103,M,North Western Region,HE Qualification,40-50%,0-35,0,120,N,Pass,-127.0,268.0,268,112.0,714.0,2328.0,0.8333333333333334,81.0
202,AAA,2013J,550383,M,South East Region,HE Qualification,60-70%,0-35,0,60,N,Pass,-51.0,268.0,268,66.0,236.0,910.0,0.8333333333333334,72.0
203,AAA,2013J,564450,M,West Midlands Region,HE Qualification,80-90%,0-35,0,120,N,Fail,-43.0,268.0,268,32.0,88.0,224.0,0.8333333333333334,59.2
204,AAA,2013J,568601,F,Scotland,HE Qualification,30-40%,0-35,0,60,N,Withdrawn,-30.0,128.0,268,17.0,84.0,488.0,0.3333333333333333,81.5
205,AAA,2013J,572652,M,West Midlands Region,HE Qualification,70-80%,0-35,0,120,N,Pass,-158.0,268.0,268,42.0,200.0,780.0,0.8333333333333334,73.2
206,AAA,2013J,580389,M,Ireland,HE Qualification,90-100%,0-35,0,120,N,Pass,-22.0,268.0,268,50.0,316.0,1271.0,0.8333333333333334,71.4
207,AAA,2013J,581129,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,-38.0,268.0,268,19.0,76.0,194.0,0.3333333333333333,40.0
209,AAA,2013J,591774,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Pass,-46.0,268.0,268,36.0,209.0,605.0,0.8333333333333334,76.2
210,AAA,2013J,606143,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Fail,-43.0,268.0,268,34.0,129.0,406.0,0.3333333333333333,66.0
211,AAA,2013J,704156,M,South Region,HE Qualification,90-100%,55<=,0,120,N,Pass,-29.0,268.0,268,131.0,742.0,3064.0,0.8333333333333334,66.0
213,AAA,2013J,721259,F,South Region,Lower Than A Level,50-60%,55<=,0,120,N,Withdrawn,-73.0,23.0,268,27.0,282.0,1228.0,0.0,0.0
216,AAA,2013J,905042,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-91.0,268.0,268,166.0,875.0,3004.0,0.8333333333333334,76.4
217,AAA,2013J,949618,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-59.0,268.0,268,94.0,559.0,1357.0,0.8333333333333334,61.8
218,AAA,2013J,958987,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,Pass,-67.0,268.0,268,102.0,391.0,1216.0,0.8333333333333334,77.2
219,AAA,2013J,968578,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-170.0,268.0,268,66.0,268.0,870.0,0.8333333333333334,72.0
220,AAA,2013J,969076,M,South West Region,A Level or Equivalent,80-90%,35-55,0,180,N,Withdrawn,-42.0,173.0,268,135.0,746.0,1980.0,0.6666666666666666,59.75
221,AAA,2013J,971027,F,West Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass,-62.0,268.0,268,158.0,760.0,3098.0,0.8333333333333334,68.0
223,AAA,2013J,1035023,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-87.0,268.0,268,150.0,572.0,1896.0,0.8333333333333334,70.0
224,AAA,2013J,1105478,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,Pass,-144.0,268.0,268,125.0,512.0,1695.0,0.8333333333333334,82.6
225,AAA,2013J,1352868,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn,-63.0,203.0,268,36.0,174.0,641.0,0.3333333333333333,65.5
226,AAA,2013J,1401935,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,-35.0,268.0,268,24.0,85.0,240.0,0.3333333333333333,35.0
227,AAA,2013J,1402638,F,East Midlands Region,HE Qualification,30-40%,35-55,0,60,N,Pass,-195.0,268.0,268,75.0,310.0,910.0,0.8333333333333334,75.2
228,AAA,2013J,1414443,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,120,N,Fail,-169.0,268.0,268,43.0,397.0,1907.0,0.3333333333333333,59.0
229,AAA,2013J,1456619,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,-87.0,27.0,268,22.0,138.0,467.0,0.0,0.0
230,AAA,2013J,1465690,M,West Midlands Region,HE Qualification,40-50%,35-55,0,120,N,Pass,-38.0,268.0,268,165.0,994.0,3460.0,0.8333333333333334,81.8
231,AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,20.0,268.0,268,47.0,230.0,939.0,0.8333333333333334,61.6
232,AAA,2013J,1488959,M,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-30.0,268.0,268,155.0,721.0,3493.0,0.8333333333333334,61.8
234,AAA,2013J,1618738,M,London Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-95.0,268.0,268,19.0,147.0,723.0,0.8333333333333334,79.6
235,AAA,2013J,1620151,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Fail,-95.0,268.0,268,44.0,218.0,998.0,0.3333333333333333,77.5
238,AAA,2013J,1686521,F,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,-124.0,37.0,268,29.0,201.0,643.0,0.16666666666666666,68.0
239,AAA,2013J,1729319,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass,-106.0,268.0,268,124.0,765.0,2756.0,0.8333333333333334,78.2
240,AAA,2013J,1746134,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-30.0,268.0,268,75.0,534.0,1759.0,0.8333333333333334,83.8
241,AAA,2013J,1758449,M,South Region,Lower Than A Level,30-40%,35-55,0,75,N,Withdrawn,-198.0,103.0,268,75.0,650.0,2756.0,0.3333333333333333,61.0
243,AAA,2013J,1801641,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-32.0,268.0,268,41.0,134.0,459.0,0.8333333333333334,77.4
246,AAA,2013J,1889511,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-42.0,268.0,268,99.0,575.0,1754.0,0.8333333333333334,72.0
247,AAA,2013J,1889577,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,Y,Pass,-81.0,268.0,268,63.0,307.0,931.0,0.8333333333333334,73.6
249,AAA,2013J,1938355,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-102.0,268.0,268,147.0,607.0,1992.0,0.8333333333333334,73.0
250,AAA,2013J,1942396,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,Y,Pass,-29.0,268.0,268,47.0,164.0,470.0,0.8333333333333334,53.6
252,AAA,2013J,1976139,M,Ireland,Lower Than A Level,50-60%,35-55,0,120,N,Pass,-195.0,268.0,268,60.0,354.0,1216.0,0.6666666666666666,67.25
253,AAA,2013J,2011876,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass,-32.0,268.0,268,81.0,419.0,1401.0,0.8333333333333334,76.0
254,AAA,2013J,2012966,M,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-102.0,268.0,268,39.0,148.0,519.0,0.8333333333333334,78.4
255,AAA,2013J,2051699,F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-137.0,268.0,268,94.0,441.0,1734.0,0.8333333333333334,66.6
256,AAA,2013J,2062879,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-74.0,268.0,268,145.0,738.0,2386.0,0.8333333333333334,61.2
257,AAA,2013J,2065691,M,London Region,A Level or Equivalent,30-40%,35-55,0,330,Y,Withdrawn,-16.0,138.0,268,34.0,248.0,1430.0,0.5,35.666666666666664
258,AAA,2013J,2073016,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,-65.0,173.0,268,62.0,329.0,849.0,0.5,60.333333333333336
259,AAA,2013J,2080474,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-123.0,268.0,268,78.0,361.0,1146.0,0.8333333333333334,69.6
260,AAA,2013J,2083877,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,-45.0,268.0,268,65.0,258.0,685.0,0.8333333333333334,67.8
261,AAA,2013J,2084066,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,-148.0,268.0,268,87.0,465.0,1967.0,0.6666666666666666,59.75
262,AAA,2013J,2104505,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,-65.0,268.0,268,53.0,197.0,701.0,0.8333333333333334,65.6
264,AAA,2013J,2139353,M,London Region,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn,-59.0,163.0,268,82.0,446.0,1262.0,0.5,66.0
265,AAA,2013J,2143752,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-46.0,268.0,268,83.0,352.0,1888.0,0.8333333333333334,52.6
266,AAA,2013J,2146792,M,North Western Region,HE Qualification,20-30%,55<=,0,60,N,Pass,-59.0,268.0,268,188.0,720.0,2385.0,0.8333333333333334,70.0
267,AAA,2013J,2149225,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,Y,Withdrawn,-36.0,10.0,268,8.0,88.0,319.0,0.0,0.0
268,AAA,2013J,2153153,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-49.0,268.0,268,110.0,821.0,3385.0,0.8333333333333334,62.2
269,AAA,2013J,2155014,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,Y,Pass,-32.0,268.0,268,56.0,306.0,1454.0,0.8333333333333334,73.8
270,AAA,2013J,2164705,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Fail,-43.0,268.0,268,11.0,76.0,231.0,0.16666666666666666,70.0
271,AAA,2013J,2171627,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-50.0,268.0,268,73.0,398.0,1346.0,0.8333333333333334,69.0
273,AAA,2013J,2194100,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-108.0,268.0,268,95.0,434.0,1401.0,0.8333333333333334,67.2
274,AAA,2013J,2197016,F,North Western Region,HE Qualification,30-40%,35-55,0,60,N,Pass,-35.0,268.0,268,72.0,415.0,1455.0,0.8333333333333334,75.6
275,AAA,2013J,2208424,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-66.0,268.0,268,69.0,374.0,1080.0,0.8333333333333334,71.2
276,AAA,2013J,2229865,F,West Midlands Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-116.0,268.0,268,168.0,911.0,3236.0,0.8333333333333334,76.4
277,AAA,2013J,2255601,F,South Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn,-28.0,175.0,268,82.0,618.0,2543.0,0.3333333333333333,54.5
278,AAA,2013J,2268379,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-74.0,268.0,268,118.0,624.0,1685.0,0.8333333333333334,83.0
279,AAA,2013J,2278464,M,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-129.0,268.0,268,33.0,111.0,307.0,0.8333333333333334,51.4
280,AAA,2013J,2293923,M,South Region,A Level or Equivalent,90-100%,0-35,0,150,N,Pass,-85.0,268.0,268,24.0,110.0,303.0,0.8333333333333334,61.2
281,AAA,2013J,2312620,F,East Midlands Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn,-45.0,178.0,268,44.0,315.0,1129.0,0.5,32.0
282,AAA,2013J,2329342,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,N,Pass,-56.0,268.0,268,36.0,194.0,565.0,0.8333333333333334,57.2
283,AAA,2013J,2339528,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,-57.0,268.0,268,28.0,155.0,593.0,0.8333333333333334,80.0
284,AAA,2013J,2342426,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,-38.0,268.0,268,107.0,518.0,1814.0,0.8333333333333334,73.2
285,AAA,2013J,2344901,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-24.0,268.0,268,30.0,144.0,445.0,0.6666666666666666,51.5
286,AAA,2013J,2358969,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,180,N,Withdrawn,-53.0,58.0,268,22.0,106.0,373.0,0.16666666666666666,68.0
288,AAA,2013J,2367155,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-22.0,268.0,268,93.0,510.0,2148.0,0.8333333333333334,75.6
289,AAA,2013J,2369266,F,London Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-94.0,268.0,268,70.0,480.0,2146.0,0.8333333333333334,50.6
290,AAA,2013J,2376496,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-185.0,268.0,268,83.0,302.0,749.0,0.8333333333333334,73.4
291,AAA,2013J,2391984,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,-101.0,242.0,268,44.0,188.0,818.0,0.6666666666666666,73.0
292,AAA,2013J,2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,-17.0,268.0,268,23.0,125.0,574.0,0.8333333333333334,46.8
293,AAA,2013J,2411778,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Withdrawn,-35.0,220.0,268,42.0,239.0,1497.0,0.3333333333333333,80.0
294,AAA,2013J,2412002,M,South West Region,Lower Than A Level,50-60%,35-55,0,90,N,Distinction,-38.0,268.0,268,202.0,976.0,3344.0,0.8333333333333334,82.8
295,AAA,2013J,2412967,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-73.0,268.0,268,166.0,698.0,2458.0,0.8333333333333334,77.6
296,AAA,2013J,2429854,M,London Region,A Level or Equivalent,10-20,35-55,0,120,Y,Withdrawn,-52.0,114.0,268,34.0,159.0,655.0,0.16666666666666666,51.0
297,AAA,2013J,2437837,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-53.0,268.0,268,101.0,676.0,2684.0,0.8333333333333334,74.4
298,AAA,2013J,2449878,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-32.0,268.0,268,39.0,261.0,622.0,0.8333333333333334,60.6
299,AAA,2013J,2456480,M,Scotland,Lower Than A Level,80-90%,35-55,0,120,N,Fail,-71.0,268.0,268,21.0,73.0,183.0,0.5,24.666666666666668
300,AAA,2013J,2457256,M,South Region,Lower Than A Level,80-90%,35-55,0,180,N,Pass,-50.0,268.0,268,94.0,425.0,1611.0,0.8333333333333334,70.0
302,AAA,2013J,2460080,M,Scotland,HE Qualification,90-100%,55<=,0,60,N,Pass,-52.0,268.0,268,177.0,696.0,3424.0,0.8333333333333334,78.8
303,AAA,2013J,2461190,M,South Region,HE Qualification,70-80%,55<=,0,60,N,Fail,-11.0,268.0,268,53.0,238.0,967.0,0.3333333333333333,56.0
304,AAA,2013J,2469673,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,-22.0,268.0,268,33.0,165.0,523.0,0.6666666666666666,44.5
305,AAA,2013J,2470694,F,Scotland,HE Qualification,50-60%,55<=,0,60,N,Withdrawn,-106.0,219.0,268,110.0,680.0,2176.0,0.16666666666666666,67.0
306,AAA,2013J,2479954,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-46.0,268.0,268,43.0,129.0,323.0,0.8333333333333334,79.6
307,AAA,2013J,2481901,M,Wales,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-195.0,268.0,268,97.0,498.0,1949.0,0.8333333333333334,75.8
308,AAA,2013J,2482700,M,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass,-59.0,268.0,268,111.0,413.0,1616.0,0.8333333333333334,55.6
309,AAA,2013J,2486127,F,East Anglian Region,HE Qualification,90-100%,0-35,0,120,N,Pass,-144.0,268.0,268,99.0,576.0,1690.0,0.8333333333333334,73.6
310,AAA,2013J,2498700,F,North Western Region,Lower Than A Level,40-50%,0-35,0,240,N,Pass,-43.0,268.0,268,150.0,852.0,2864.0,0.8333333333333334,77.2
311,AAA,2013J,2516503,M,South East Region,HE Qualification,40-50%,35-55,0,60,N,Pass,-65.0,268.0,268,198.0,1063.0,3070.0,0.8333333333333334,79.4
312,AAA,2013J,2518069,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-105.0,268.0,268,97.0,447.0,1617.0,0.8333333333333334,76.6
313,AAA,2013J,2521459,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-158.0,268.0,268,75.0,363.0,1078.0,0.8333333333333334,60.8
314,AAA,2013J,2523736,M,North Western Region,A Level or Equivalent,20-30%,55<=,0,120,N,Pass,-46.0,268.0,268,76.0,228.0,470.0,0.6666666666666666,61.75
315,AAA,2013J,2529279,F,North Western Region,HE Qualification,60-70%,35-55,0,60,N,Pass,-67.0,268.0,268,64.0,336.0,1189.0,0.8333333333333334,78.0
316,AAA,2013J,2532302,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-65.0,268.0,268,62.0,358.0,1216.0,0.8333333333333334,63.2
317,AAA,2013J,2536991,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Distinction,-87.0,268.0,268,95.0,392.0,1080.0,0.8333333333333334,80.8
318,AAA,2013J,2542724,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-59.0,13.0,268,9.0,61.0,228.0,0.0,0.0
319,AAA,2013J,2551220,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-94.0,268.0,268,135.0,503.0,1327.0,0.8333333333333334,64.8
320,AAA,2013J,2552472,F,South Region,HE Qualification,80-90%,35-55,0,120,N,Withdrawn,-38.0,199.0,268,13.0,93.0,519.0,0.3333333333333333,53.5
323,AAA,2013J,2559575,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-31.0,268.0,268,51.0,218.0,650.0,0.8333333333333334,71.2
324,AAA,2013J,2562034,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-30.0,268.0,268,17.0,67.0,248.0,0.8333333333333334,65.4
325,AAA,2013J,2566163,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-91.0,268.0,268,83.0,416.0,1591.0,0.8333333333333334,71.8
326,AAA,2013J,2566592,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-35.0,268.0,268,82.0,387.0,1359.0,0.8333333333333334,71.8
327,AAA,2013J,2569324,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,-81.0,93.0,268,3.0,6.0,26.0,0.0,0.0
328,AAA,2013J,2574583,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-63.0,268.0,268,129.0,428.0,1890.0,0.8333333333333334,70.8
329,AAA,2013J,2576122,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-137.0,39.0,268,14.0,85.0,250.0,0.16666666666666666,64.0
330,AAA,2013J,2578995,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Pass,-62.0,268.0,268,135.0,477.0,1326.0,0.8333333333333334,79.6
331,AAA,2013J,2586560,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-94.0,268.0,268,121.0,729.0,2905.0,0.8333333333333334,73.6
332,AAA,2013J,2594139,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-74.0,268.0,268,56.0,302.0,1868.0,0.8333333333333334,76.0
333,AAA,2013J,2598871,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-128.0,268.0,268,123.0,549.0,2049.0,0.8333333333333334,72.6
334,AAA,2013J,2599352,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-106.0,268.0,268,76.0,328.0,1160.0,0.8333333333333334,76.4
335,AAA,2013J,2600688,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-165.0,268.0,268,31.0,146.0,582.0,0.8333333333333334,70.0
336,AAA,2013J,2606098,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-102.0,268.0,268,48.0,198.0,491.0,0.8333333333333334,71.4
337,AAA,2013J,2613116,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,-63.0,268.0,268,60.0,264.0,1181.0,0.8333333333333334,78.2
338,AAA,2013J,2617002,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-46.0,268.0,268,86.0,423.0,1473.0,0.8333333333333334,64.8
339,AAA,2013J,2620584,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,-109.0,268.0,268,5.0,29.0,92.0,0.0,0.0
340,AAA,2013J,2639449,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-127.0,268.0,268,46.0,303.0,797.0,0.6666666666666666,56.0
341,AAA,2013J,2639540,F,North Western Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-38.0,268.0,268,132.0,789.0,1964.0,0.8333333333333334,79.4
